D_TRADE,N_SECURITY,OPEN_PRC,CLOSE_PRC,LOW_PRC,HIGH_PRC,DVD_YIELD,BOOK_VALUE,PB_RATIO,PE_RATIO,Q_VOLUME,MKT_CAP,ADJUST_FACTOR,TURNOVER,I_MARKET,I_INDUSTRY,I_SECTOR,SENTIMENT_AVG,SENTIMENT_SUM,Baro_Index,Fundamental_Score,Technic_Score,Quant_Score,Total_score,Rank,SET_CLOSE,SET50_CLOSE,SET100_CLOSE,SECTOR_OPEN,SECTOR_CLOSE,SECTOR_LOW,SECTOR_HIGH,SECTOR_YIELD,SECTOR_TURNOVER,SECTOR_MKT_YIELD,SECTOR_MKT_PE,SECTOR_MKT_CAP,SECTOR_MKT_PBV,ORD_IMB,ORD_IMB_R,Q_SHORT,A_SHORT,EBIT,DEPRE,CASH,SH_INV,DEBT,M_NVDR_BUY,M_NVDR_SELL,Q_NVDR_BUY,Q_NVDR_SELL,OPEN_INTEREST,F_Q_VOLUME,NET_SBL_VALUE,TOTAL_NOMINAL_SSF,TOTAL_VALUE_DW_STOCK50_CALL,TOTAL_VALUE_DW_STOCK50_PUT,TOTAL_VALUE_DW_SET50_CALL,TOTAL_VALUE_DW_SET50_PUT,TOP15_NET_NVDR_VALUE,NET_VOLUME_CONTRACTS_SET50_BY_FOREIGN,NET_VALUE_STOCK_BY_FOREIGN
2025-06-17 00:00:00.000,"CPNCG               ",5.9,5.9,5.9,5.95,13.6000003814697,9.8,0.6,NULL,29200,2517170100,1,0.00999999977648258,A,5,33,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,118.02,117.83,117.67,118.13,6.88,10016965,6.88,0.00,270280977990.48,0.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPN                 ",44.25,44.5,44,45,4.71999979019165,23.27,1.91,11.89,8059200,199716000000,1,0.180000007152557,A,5,25,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,132.54,133.45,132.43,134.56,5.83,277458636,5.83,10.21,612263218063.69,0.65,NULL,NULL,207300,9201675,NULL,NULL,NULL,NULL,NULL,150627994.25,157261515,3389276,3543580,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPL                 ",0.73,0.75,0.73,0.75,0,1.67,0.45,0,21200,329883213,1,0,A,2,27,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,521.15,527.14,518.19,529.22,3.77,1992936,3.77,14.85,50327081080.68,0.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPI                 ",2.74,2.7,2.68,2.74,8.14999961853027,4.64,0.58,4.6,56200,1708432155,1,0.00999999977648258,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPH                 ",7.3,7.4,7.2,7.4,10.1400003433228,27.9,0.27,5.04,4700,296000000,1,0.00999999977648258,A,2,27,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,521.15,527.14,518.19,529.22,3.77,1992936,3.77,14.85,50327081080.68,0.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPF                 ",25.25,25,25,25.25,4,31.71,0.79,7.65,12418300,210174064625,1,0.170000001788139,A,1,12,-0.333333333333333,-1,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,591600,14937900,NULL,NULL,NULL,NULL,NULL,152213589.5,101745050,6066758,4065000,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPAXT               ",17.6,18,17.5,18.2,2.94000005722046,28.81,0.62,17.49,6600500,187697912400,1,0.0599999986588955,A,7,5,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,19849.53,19929.94,19769.83,20203.62,3.52,142621936,3.52,15.39,1090656505658.4,1.24,NULL,NULL,216400,3887470,NULL,NULL,NULL,NULL,NULL,41773672.4,14437500,2322704,802500,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPANEL              ",2.46,2.42,2.42,2.46,0,2.82,0.86,0,1400,394892122.46,1,0,S,60,68,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CPALL               ",45,45,44.5,45.75,3.00999999046326,15.04,2.99,15.13,24531900,404239560660,1,0.270000010728836,A,7,5,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,19849.53,19929.94,19769.83,20203.62,3.52,142621936,3.52,15.39,1090656505658.4,1.24,NULL,NULL,479300,21715625,NULL,NULL,NULL,NULL,NULL,445419530.75,298920840,9853150,6621227,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"COMAN               ",0.54,0.57,0.54,0.6,0,2.16,0.26,0,30800,95422367.34,1,0.0199999995529652,S,63,71,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169,NULL,300,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"COM7                ",18.9,18.7,18.4,18.9,4.59999990463257,4.14,4.52,12.71,6127400,44879967555.5,1,0.259999990463257,A,7,5,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,19849.53,19929.94,19769.83,20203.62,3.52,142621936,3.52,15.39,1090656505658.4,1.24,NULL,NULL,213200,3971010,NULL,NULL,NULL,NULL,NULL,32202910,23967310,1726300,1285500,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"COLOR               ",1.02,1.02,1,1.02,4.90000009536743,1.44,0.71,12.78,7500,600744383.64,1,0,S,59,67,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"COCOCO              ",5.8,5.75,5.75,5.9,5.21999979019165,2.54,2.26,15.43,1946800,8452500000,1,0.129999995231628,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,13500,78975,NULL,NULL,NULL,NULL,NULL,1992210,760520,343600,130700,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CNT                 ",0.93,0.91,0.91,0.95,4.40000009536743,1.69,0.54,11.8,4900,935392771.04,1,0,A,5,35,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,30.04,30.30,30.01,30.42,1.78,18987081,1.78,0.00,70766086728.62,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CMR                 ",1.17,1.17,1.15,1.18,4.26999998092651,0.84,1.38,52.54,2800,4763216250,1,0,A,7,13,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,4459.00,4467.49,4455.32,4514.92,3.40,50145163,3.40,20.93,651436403481.22,2.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CMO                 ",0.57,0.57,0.55,0.57,0,0.75,0.76,0,45900,242919666.78,1,0.00999999977648258,S,62,70,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5244,NULL,9200,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CMC                 ",0.75,0.75,0.75,0.78,0,1.83,0.41,0,4500,826659876.75,1,0,A,5,25,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,132.54,133.45,132.43,134.56,5.83,277458636,5.83,10.21,612263218063.69,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CMAN                ",2.18,2.14,2.12,2.18,5.6100001335144,2.75,0.78,9.81,341200,2054400000,1,0.0399999991059303,A,4,4,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,470.21,464.70,457.88,470.21,3.24,42059895,3.24,0.00,230486194079.33,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3424,21854,1600,10100,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CM                  ",1.7,1.65,1.63,1.7,6.05999994277954,3.61,0.46,14.34,4200,628890446.25,1,0,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5919,NULL,3610,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CKP                 ",2.36,2.34,2.32,2.4,3.63000011444092,3.46,0.68,10.14,4385700,19022755585.86,1,0.0500000007450581,A,6,9,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,15277.78,15128.54,15073.65,15319.08,5.02,289655359,5.02,12.43,2798519459525.21,0.91,NULL,NULL,100900,239080,NULL,NULL,NULL,NULL,NULL,1970966,2524168,836300,1073800,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CK                  ",13.4,13.5,13.3,13.5,2.24000000953674,15.33,0.88,14.11,1139600,22867607772,1,0.0700000002980232,A,5,35,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,30.04,30.30,30.01,30.42,1.78,18987081,1.78,0.00,70766086728.62,0.64,NULL,NULL,62500,837500,NULL,NULL,NULL,NULL,NULL,575140,2722620,42800,202600,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CIVIL               ",1.24,1.25,1.23,1.25,1.60000002384186,2.73,0.46,9.02,10000,875000000,1,0,A,5,35,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,30.04,30.30,30.01,30.42,1.78,18987081,1.78,0.00,70766086728.62,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CITY                ",1.41,1.43,1.41,1.43,0,4.17,0.34,0,11000,429000000,1,0,A,4,34,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,18.90,18.65,18.52,18.90,3.03,4182416,3.03,0.00,32879796238.71,0.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15521,6.9,11000,5,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CIMBT               ",0,0,0,0,10.8100004196167,1.48,0.25,4.2,0,12884236846.76,1,0,A,3,2,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,390.30,391.84,390.06,392.52,7.19,232041129,7.19,7.18,1898296767659.56,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CIG                 ",0.03,0.03,0.02,0.03,0,0.11,0.27,0,237800,112097330.97,1,0.00999999977648258,S,59,67,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200,9,10000,300,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CI                  ",0.29,0.28,0.28,0.29,0,1.14,0.25,0,94300,298719888.32,1,0.00999999977648258,A,5,25,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,132.54,133.45,132.43,134.56,5.83,277458636,5.83,10.21,612263218063.69,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHOW                ",0.74,0.75,0.74,0.75,0,2.66,0.28,8.47,24100,600000000,1,0,S,59,67,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHOTI               ",63.25,63.25,63.25,63.25,0,112.27,0.56,0,1000,474375000,1,0.00999999977648258,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHO                 ",0.07,0.07,0.07,0.08,0,0.12,0.59,0,2626500,50232126.42,1,0.370000004768372,S,59,67,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39669,NULL,566700,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHIC                ",0.28,0.27,0.25,0.28,0,0.59,0.45,0,382300,367200000,1,0.0299999993294477,S,62,70,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHG                 ",1.62,1.61,1.61,1.64,4.34999990463257,0.72,2.23,19.11,5866400,17710000000,1,0.0500000007450581,A,7,13,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,4459.00,4467.49,4455.32,4514.92,3.40,50145163,3.40,20.93,651436403481.22,2.58,NULL,NULL,115200,187773,NULL,NULL,NULL,NULL,NULL,2092550,1955650,1288300,1205100,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHEWA               ",0.24,0.24,0.24,0.24,0,1.18,0.2,0,8000,306006931.92,1,0,S,60,68,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHAYO               ",1.51,1.51,1.5,1.57,2.34999990463257,3.11,0.49,5.53,2388700,1760075361.22,1,0.200000002980232,A,3,11,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,2039.84,2056.50,2035.95,2067.27,2.80,120596459,2.80,18.07,407421023806.41,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49318,39339,32600,25800,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHASE               ",0.5,0.5,0.49,0.51,2.07999992370605,1.75,0.29,19.69,764000,993141850,1,0.0399999991059303,A,3,11,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,2039.84,2056.50,2035.95,2067.27,2.80,120596459,2.80,18.07,407421023806.41,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10300,17700,20600,35400,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHARAN              ",0,0,0,0,0,49.79,0.3,22.54,0,178800000,1,0,A,3,16,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8058.36,7974.17,7915.15,8067.52,5.56,11333113,5.56,10.25,226462649373.48,0.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CHAO                ",5,5.1,5,5.15,3.32999992370605,3.49,1.46,12.88,301200,1530000000,1,0.100000001490116,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,366865,70400,72000,13900,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CH                  ",1.86,1.89,1.86,1.89,5.28999996185303,1.72,1.1,14.23,271900,1512000000,1,0.0299999993294477,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13096,5580,7000,3000,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CGH                 ",0.47,0.47,0.46,0.47,0,1.47,0.32,11.23,315500,1951650761.63,1,0.00999999977648258,A,3,11,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,2039.84,2056.50,2035.95,2067.27,2.80,120596459,2.80,18.07,407421023806.41,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1316,NULL,2800,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CGD                 ",0.13,0.14,0.13,0.14,0,0.47,0.3,0,227000,1157258067,1,0,A,5,25,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,132.54,133.45,132.43,134.56,5.83,277458636,5.83,10.21,612263218063.69,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CFRESH              ",0.81,0.83,0.81,0.83,0,2.48,0.33,0,75500,769492336,1,0.00999999977648258,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40670,43907,49000,52900,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CFARM               ",1.01,0.99,0.99,1.03,0,1.14,0.87,63.51,7693300,574200000,1,1.33000004291534,S,56,64,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59468,111424,59700,110800,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CEYE                ",1.87,1.99,1.87,1.99,3.76999998092651,2.29,0.87,25.28,1700,577020555.22,1,0,S,62,70,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CENTEL              ",22.2,22.7,22.2,22.9,2.59999990463257,15.9,1.43,17.56,3549700,30645000000,1,0.259999990463257,A,7,14,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,376.58,384.07,374.65,388.90,2.57,73757236,2.57,17.41,210420106911.85,1.11,NULL,NULL,400300,9077490,NULL,NULL,NULL,NULL,NULL,18572770,19891770,821100,878600,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CEN                 ",1.52,1.52,1.52,1.52,0,1.9,0.8,0,25000,1132646132.08,1,0,A,4,34,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,18.90,18.65,18.52,18.90,3.03,4182416,3.03,0.00,32879796238.71,0.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CCP                 ",0.2,0.2,0.19,0.2,5,0.55,0.36,5.94,247500,553606036.2,1,0.00999999977648258,A,5,3,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,4622.21,4608.30,4585.50,4642.41,4.60,12273781,4.60,17.66,349572404431.29,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CCET                ",4.92,4.86,4.84,4.96,4.11999988555908,2.58,1.89,19.14,30515100,50787013758.66,1,0.28999999165535,A,8,8,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,11769.45,11545.98,11439.21,11772.03,0.80,53619349,0.80,52.62,1341313514208.82,7.81,NULL,NULL,974100,4755942,NULL,NULL,NULL,NULL,NULL,36809304,56232770,7542000,11528500,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CBG                 ",49.5,49.5,49,50.25,2.63000011444092,13.99,3.54,16.64,2952600,49500000000,1,0.300000011920929,A,1,12,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,8806.28,8789.00,8756.94,8847.76,5.03,90941574,5.03,10.28,763071701870.54,1.17,NULL,NULL,216500,10752325,NULL,NULL,NULL,NULL,NULL,64202150.5,52021475,1291716,1046800,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"CAZ                 ",1.97,2,1.97,2.04,0,2.42,0.83,0,159400,587999504,1,0.0500000007450581,S,60,68,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200,NULL,100,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"BYD                 ",0.42,0.43,0.41,0.44,0,1.41,0.3,0,6705600,2240570399.48,1,0.129999995231628,A,3,11,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,2039.84,2056.50,2035.95,2067.27,2.80,120596459,2.80,18.07,407421023806.41,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,257,662716,600,1539300,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
2025-06-17 00:00:00.000,"B-WORK              ",4.42,4.46,4.42,4.46,0,9.14,0.49,NULL,266900,1644848000,1,0.0700000002980232,A,5,33,NULL,NULL,58.4,NULL,NULL,NULL,NULL,NULL,1113.58,724.09,1546.32,118.02,117.83,117.67,118.13,6.88,10016965,6.88,0.00,270280977990.48,0.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391653168,12603086790,226998389,72633583,439146506,956128166,1072047287.15,433,-611232437.210001,0,0
