ReportingDate,user_id,Instrument,Amount,BuySell,Price,QuotedValue
2025-06-04 00:00:00.000,132999,"PRM                 ",16400.000000,Buy,5.678963,-94300.00
2025-06-04 00:00:00.000,132999,"STECON              ",13700.000000,Buy,7.392172,-101380.00
2025-06-04 00:00:00.000,132999,"TVO                 ",4000.000000,Buy,22.420235,-86800.00
2025-06-04 00:00:00.000,132999,"WHA                 ",31700.000000,Buy,3.135603,-99538.00
2025-06-04 00:00:00.000,134999,"BTG                 ",2400.000000,Buy,24.168979,-54720.00
2025-06-04 00:00:00.000,134999,"COM7                ",2900.000000,Buy,21.157931,-54520.00
2025-06-04 00:00:00.000,134999,"CPF                 ",2200.000000,Buy,25.734859,-55000.00
2025-06-04 00:00:00.000,134999,"HANA                ",3200.000000,Buy,18.149756,-56960.00
2025-06-04 00:00:00.000,134999,"PRM                 ",9700.000000,Buy,5.666930,-55775.00
2025-06-04 00:00:00.000,134999,"STECON              ",8100.000000,Buy,7.389402,-59940.00
2025-06-04 00:00:00.000,134999,"TVO                 ",2400.000000,Buy,22.467875,-52080.00
2025-06-04 00:00:00.000,134999,"WHA                 ",18800.000000,Buy,3.134660,-59032.00
2025-06-04 00:00:00.000,135999,"BTG                 ",81200.000000,Buy,24.221307,-1851360.00
2025-06-04 00:00:00.000,135999,"COM7                ",96700.000000,Buy,21.132514,-1817960.00
2025-06-04 00:00:00.000,135999,"CPF                 ",74100.000000,Buy,25.726698,-1852500.00
2025-06-04 00:00:00.000,135999,"HANA                ",106900.000000,Buy,18.127449,-1902820.00
2025-06-04 00:00:00.000,135999,"PRM                 ",323400.000000,Buy,5.650254,-1859550.00
2025-06-04 00:00:00.000,135999,"STECON              ",269900.000000,Buy,7.407216,-1997260.00
2025-06-04 00:00:00.000,135999,"TVO                 ",80600.000000,Buy,22.540887,-1749020.00
2025-06-04 00:00:00.000,135999,"WHA                 ",626100.000000,Buy,3.136956,-1965954.00
2025-06-04 00:00:00.000,137999,"BTG                 ",6200.000000,Buy,24.118205,-141360.00
2025-06-04 00:00:00.000,137999,"COM7                ",7500.000000,Buy,21.158028,-141000.00
2025-06-04 00:00:00.000,137999,"CPF                 ",5700.000000,Buy,25.718886,-142500.00
2025-06-04 00:00:00.000,137999,"HANA                ",8200.000000,Buy,18.217023,-145960.00
2025-06-04 00:00:00.000,137999,"PRM                 ",25000.000000,Buy,5.654935,-143750.00
2025-06-04 00:00:00.000,137999,"STECON              ",20900.000000,Buy,7.444099,-154660.00
2025-06-04 00:00:00.000,137999,"TVO                 ",6200.000000,Buy,22.517398,-134540.00
2025-06-04 00:00:00.000,137999,"WHA                 ",48500.000000,Buy,3.132797,-152290.00
2025-06-04 00:00:00.000,138999,"BTG                 ",2000.000000,Buy,24.208325,-45600.00
2025-06-04 00:00:00.000,138999,"COM7                ",2400.000000,Buy,21.258246,-45120.00
2025-06-04 00:00:00.000,138999,"CPF                 ",1800.000000,Buy,25.728894,-45000.00
2025-06-04 00:00:00.000,138999,"HANA                ",2700.000000,Buy,18.149770,-48060.00
2025-06-04 00:00:00.000,138999,"PRM                 ",8200.000000,Buy,5.643738,-47150.00
2025-06-04 00:00:00.000,138999,"STECON              ",6900.000000,Buy,7.392730,-51060.00
2025-06-04 00:00:00.000,138999,"TVO                 ",2000.000000,Buy,22.396420,-43400.00
2025-06-04 00:00:00.000,138999,"WHA                 ",16000.000000,Buy,3.128831,-50240.00
2025-06-04 00:00:00.000,141999,"BTG                 ",2800.000000,Buy,24.103307,-63840.00
